timestamp,cpu,ram,sensorA
1769278202168,85.0814,73.2603,5.5083
1769278202680,15.7453,51.7438,1.97737
1769278203190,48.417,95.1465,72.6786
1769278203703,86.3951,18.0639,72.8784
1769278204215,19.3524,20.0832,27.4898
1769278204725,84.3077,94.0077,76.3466
1769278205236,77.9744,44.2913,31.2949
1769278205748,38.6605,34.6192,99.2632
1769278206259,87.046,83.313,87.5316
1769278206768,9.10616,84.5893,19.8489
1769278207278,10.0988,54.3145,94.142
1769278207792,63.993,75.2218,80.0849
1769278208302,4.12891,29.5719,37.0294
1769278208814,68.4729,0.275654,77.0324
1769278209323,90.3439,48.564,37.3435
1769278209833,82.2861,30.6756,49.3097
1769278210345,48.7968,45.6283,32.9591
1769278210858,0.609648,37.0746,65.1357
1769278211372,96.229,89.2743,36.6059
1769278211885,4.86321,87.5645,70.1757
1769278212397,97.7299,2.71261,7.83276
1769278212910,43.8965,7.86466,71.0226
1769278213412,86.6101,22.2397,38.1315
1769278213924,40.3372,55.3739,75.8089
1769278214435,55.9429,34.6459,5.43689
1769278214947,61.2479,48.6958,22.6475
1769278215458,77.7854,67.777,96.6853
1769278215969,62.5024,37.9675,33.4375
1769278216482,10.6959,15.68,98.3671
1769278216993,33.216,55.6907,54.6169
1769278217503,3.3232,13.7301,88.7641
1769278218013,56.9784,57.6103,28.0757
1769278218525,40.1906,51.7139,38.8755
1769278219036,87.372,72.7396,34.8095
1769278219548,53.4375,21.3557,9.94223
1769278220058,31.8591,3.55834,43.3356
1769278220568,39.6497,95.1736,35.051
1769278221081,82.9694,11.2129,65.8419
1769278221590,95.2932,48.1493,51.3345
1769278222102,31.8884,77.9181,52.648
1769278222613,66.3895,71.4126,94.5382
1769278223124,23.7583,20.3984,17.0068
1769278223636,40.5653,64.3796,53.7045
1769278224147,74.9853,56.6256,20.4028
1769278224660,83.1187,3.58502,83.8818
1769278225172,29.7337,96.8404,47.7416
1769278225682,38.3784,28.7463,72.5554
1769278226195,39.0314,54.1908,45.3324
1769278226705,77.2961,27.3918,78.8645
1769278227216,22.4822,12.1414,94.8841
1769278227728,22.2361,28.5837,49.0811
1769278228241,55.0306,6.76291,73.5158
1769278228751,50.2724,68.3164,61.8016
1769278229261,3.54115,9.60718,55.5681
1769278229774,46.259,5.53696,39.8244
1769278230283,54.2993,10.6089,22.3823
1769278230794,56.1897,40.0268,35.9942
1769278231297,39.9134,81.5489,7.09408
1769278231811,59.5601,81.7647,56.9866
1769278232315,54.9892,50.0491,88.7052
1769278232828,94.6657,27.354,14.9353
1769278233332,59.3116,65.3624,59.8798
1769278233845,34.3143,69.5263,7.94153
1769278234348,91.4924,72.4828,31.8705
1769278234856,52.5897,22.7946,43.8112
1769278235364,39.9164,77.7405,70.3651
1769278235876,68.5939,74.4015,88.0834
1769278236381,53.1386,67.8954,45.4876
1769278236886,56.7994,20.7222,14.2871
1769278237388,5.41067,62.905,24.3717
1769278237895,73.9223,13.0427,91.6526
1769278238408,83.5782,84.3191,28.6775
1769278238920,74.0442,88.214,90.7735
1769278239428,14.9827,30.2683,73.3029
1769278239935,30.0125,46.4385,23.8245
1769278240444,34.9078,32.067,44.2083
1769278240952,33.9397,59.8108,22.2674
1769278241463,64.9102,27.836,51.958
1769278241974,0.578445,79.7003,34.9714
1769278242485,29.2725,60.1363,94.3601
1769278242999,70.0509,88.5968,97.8784
1769278243512,7.3931,76.5235,53.5507
1769278244023,87.3008,85.8871,58.3512
1769278244536,14.1198,51.2891,46.3497
1769278245047,90.541,92.4789,89.6226
1769278245559,33.214,64.4795,0.786227
1769278246070,55.5161,35.8301,42.6191
1769278246583,92.5733,77.6783,19.9078
1769278247095,2.76883,50.7657,2.65582
1769278247607,87.7403,65.8786,99.5418
1769278248119,87.576,20.0104,15.2405
1769278248628,94.8152,83.1139,88.8459
1769278249138,88.4458,66.2297,15.5065
1769278249651,95.9122,81.5202,12.6006
1769278250160,58.3102,79.1754,52.1407
1769278250670,31.8309,58.2314,14.0662
1769278251182,41.4832,67.6254,6.6409
1769278251689,36.0484,63.4872,13.0485
1769278252194,73.1069,16.5512,3.24173
1769278252702,90.3603,71.5566,88.9155
1769278253210,48.7035,75.3526,45.7273
1769278253719,99.072,62.1257,28.5977
1769278254231,31.2234,53.0504,42.8856
1769278254743,93.1442,8.75192,83.5769
1769278255257,51.4453,8.01719,43.8271
1769278255770,7.39719,90.6674,3.45174
1769278256281,44.8227,74.2588,37.6629
1769278256791,14.7522,43.3037,94.1212
1769278257303,7.6458,56.6407,33.7469
1769278257814,38.1049,88.0741,62.9504
1769278258325,10.2054,73.2395,21.289
1769278258836,9.52792,33.9146,71.1807
1769278259346,85.5773,56.8282,74.1643
1769278259855,12.5088,2.4519,52.5684
1769278260367,36.4047,40.8469,1.63859
1769278260879,64.1108,37.0782,84.1248
1769278261391,19.847,9.9392,47.1092
1769278261902,66.966,64.9225,84.7924
1769278262412,71.4993,36.3298,78.2178
1769278262922,56.759,36.8439,80.5787
1769278263432,81.4623,95.5776,99.3669
1769278263942,79.6206,87.8248,97.1455
1769278264453,62.6685,62.8776,84.455
1769278264963,92.8799,99.3455,25.9924
1769278265472,66.0828,50.0046,68.3998
1769278265980,80.9574,12.2816,3.53274
1769278266491,94.6787,9.71425,85.2172
1769278267002,34.4955,40.9977,39.591
1769278267516,64.4625,82.1375,34.462
1769278268030,65.1181,0.746608,74.547
1769278268542,46.8818,80.98,17.6415
1769278269053,64.0011,16.4125,41.5039
1769278269564,17.9796,48.979,39.5848
1769278270075,67.0662,86.7679,98.157
1769278270584,73.9163,26.0446,74.0872
1769278271094,9.76415,91.5129,62.1653
1769278271604,82.1976,91.0851,27.1535
1769278272111,14.9215,35.4429,44.9833
1769278272615,42.682,84.3316,65.6448
1769278273126,0.469798,37.2697,27.7167
1769278273647,18.7079,45.5023,5.54413
1769278274163,12.3143,85.8978,88.7019
1769278274670,0.515014,42.7886,74.9173
1769278275174,90.9234,79.8281,58.2614
1769278275680,59.4188,35.0372,38.5116
1769278276193,3.67832,44.5553,55.6276
1769278276701,74.431,90.638,78.7122
1769278277215,23.0018,53.4557,44.3366
1769278277726,49.4346,30.5689,37.3442
1769278278238,41.0257,87.5501,61.6368
1769278278751,79.89,34.9802,52.5741
1769278279264,97.5741,45.5472,84.9665
1769278279777,51.1123,8.39557,9.66692
1769278280290,31.7656,6.31272,18.7569
1769278280803,66.3203,88.696,3.16957
1769278281317,3.82196,44.8221,26.2552
1769278281828,80.449,10.1951,51.9267
1769278282341,31.1955,3.8521,2.92584
1769278282852,60.6381,91.4926,21.808
1769278283362,57.0656,15.4872,42.9122
1769278283874,22.9615,61.3994,0.495195
1769278284385,31.066,82.522,91.4295
1769278284895,94.0677,23.6841,92.396
1769278285406,26.4682,91.8727,91.6456
1769278285917,9.21542,47.1933,29.6923
1769278286429,38.8497,35.8215,7.83674
1769278286939,89.1899,77.2661,37.7486
1769278287453,13.1763,23.0979,7.71639
1769278287965,83.4332,71.2844,84.1518
1769278288477,10.5562,21.7216,42.0967
1769278288987,86.1317,69.5329,27.1964
1769278289498,88.0906,43.6169,69.3258
1769278290011,69.7649,72.36,79.5225
1769278290522,74.6006,2.17771,47.7996
1769278291033,93.5887,27.4395,98.0955
1769278291544,47.9476,79.2265,96.0287
1769278292054,85.1667,97.7709,70.257
1769278292562,99.4464,82.3733,25.2204
1769278293073,23.362,53.6224,83.0046
1769278293581,49.5354,15.7072,52.7605
1769278294090,11.7718,54.6674,31.3798
1769278294600,81.6733,18.6953,90.0552
1769278295109,89.8051,99.7258,28.8008
1769278295619,43.3776,5.1704,5.74761
1769278296132,90.4997,43.559,50.4719
1769278296644,71.1635,81.546,26.0112
1769278297156,59.9763,54.7534,44.4184
1769278297667,53.2006,79.7612,24.3804
1769278298180,64.2309,3.33127,63.6623
1769278298691,62.2315,84.9392,66.2676
1769278299204,91.1977,75.6169,2.31408
1769278299717,37.3001,70.3946,83.4067
1769278300230,14.3947,89.0807,77.8931
1769278300739,40.9581,66.7824,56.6922
1769278301249,22.4889,58.7613,45.1722
1769278301758,18.4317,43.4712,9.88159
1769278302270,79.7039,52.9619,4.52999
1769278302780,97.4437,5.5831,78.9838
1769278303288,94.741,36.1187,39.1319
1769278303798,99.0269,9.43024,71.3117
1769278304309,95.1729,54.8575,93.534
1769278304821,59.1016,57.8592,99.3377
1769278305336,96.2295,42.3589,20.1935
1769278305849,7.7633,34.7571,49.4651
1769278306360,5.69115,15.5597,55.7475
1769278306872,91.2688,79.9834,40.2702
1769278307385,10.1566,73.1851,71.2958
1769278307897,45.7189,4.58089,12.7877
1769278308409,77.9675,9.84005,97.097
1769278308921,17.3455,56.6887,21.0425
1769278309433,2.19038,77.3542,55.2944
1769278309944,81.2641,7.97771,69.8741
1769278310455,36.5589,47.3687,86.6114
1769278310966,22.5656,96.4925,84.6048
1769278311477,54.5603,20.3027,90.4619
1769278311988,93.2337,67.2476,83.5447
1769278312499,33.8046,2.14607,90.2008
1769278313008,86.4944,64.2704,8.85785
1769278313517,94.0905,40.6105,78.1866
1769278314027,58.0876,33.6835,78.0713
1769278314538,59.8994,10.187,85.5334
1769278315048,56.3377,66.1697,89.545
1769278315556,90.9953,1.4779,35.3285
1769278316066,19.1591,45.4558,14.3619
1769278316573,19.4579,57.3558,14.2555
1769278317081,31.2642,93.1748,17.6338
1769278317591,30.0293,10.6662,89.5074
1769278318104,26.3364,27.3545,22.9184
1769278318618,4.50803,32.7361,66.7564
1769278319129,56.064,46.3244,69.0569
1769278319641,94.8632,41.0435,91.081
1769278320152,73.9949,52.7159,44.5644
1769278320662,58.7928,14.5796,84.1061
1769278321173,46.1147,24.5768,24.2934
1769278321683,9.4922,20.4013,24.2384
1769278322196,29.2887,46.8595,77.8406
1769278322706,99.1827,71.2507,53.0709
1769278323216,47.1189,94.1472,64.4584
1769278323727,77.0545,7.18929,95.3551
1769278324237,80.4534,80.8337,16.1804
1769278324750,33.9764,4.09468,3.48436
1769278325261,24.8133,49.0039,48.1016
1769278325770,43.4747,10.1509,30.086
1769278326281,98.25,68.0032,92.4379
1769278326791,92.0818,0.34464,34.9856
1769278327301,19.814,73.4235,70.407
1769278327808,0.375634,34.7032,85.0038
1769278328318,3.56091,67.5816,70.4797
1769278328830,84.7914,32.5551,29.1041
1769278329344,60.6547,37.9908,55.1729
1769278329853,14.6484,63.367,96.829
1769278330361,70.7653,35.6303,26.9309
1769278330870,83.9782,27.352,81.4919
1769278331378,90.6411,41.8862,45.0437
1769278331882,61.5581,68.3232,9.06689
1769278332390,63.0773,49.5836,11.9473
1769278332900,78.6408,46.3783,91.3359
1769278333416,18.4959,25.6556,1.03251
1769278333927,4.85184,82.3255,5.12538
1769278334437,47.3369,71.3555,4.42778
1769278334947,76.1181,80.5494,34.0638
1769278335458,95.0132,38.3513,12.3028
1769278335966,62.3471,98.1803,91.1813
1769278336472,73.293,29.0726,75.6016
1769278336980,57.0225,46.6718,52.5865
1769278337489,12.4838,79.2645,59.4338
1769278338001,73.4815,56.2811,36.2873
1769278338510,67.458,62.0213,56.4118
1769278339018,72.5538,53.9723,93.1012
1769278339530,65.9201,26.9365,95.4883
1769278340042,52.1587,59.5331,4.5912
1769278340555,6.68948,45.4033,71.3285
1769278341066,3.5062,7.26719,17.5189
1769278341578,81.1991,9.1757,10.1311
1769278342089,32.9842,69.43,25.637
1769278342601,98.4812,29.316,5.72425
1769278343114,84.3206,70.3124,93.4903
1769278343627,5.98533,45.5266,34.8432
1769278344140,44.8931,66.1733,41.5806
1769278344651,72.7284,76.6432,20.403
1769278345163,16.3735,36.3922,48.9903
1769278345676,57.9481,35.1806,17.1249
1769278346189,27.3238,98.5216,87.3365
1769278346701,54.1816,37.2078,64.3161
1769278347210,68.9749,39.9661,83.0477
1769278347720,31.9354,76.2103,85.9822
1769278348233,24.4787,2.18462,31.9244
1769278348746,45.5167,33.907,84.8057
1769278349259,20.5712,62.9425,53.5292
1769278349773,55.4425,47.0537,40.2545
1769278350286,57.5444,39.9577,39.3195
1769278350799,11.0883,86.3172,40.5851
1769278351310,83.6346,54.4843,11.7938
1769278351823,24.3813,67.6602,97.2582
1769278352330,41.7839,16.8138,60.7221
1769278352840,44.0328,1.47875,65.9043
1769278353353,8.25862,14.5608,94.2111
1769278353866,0.0857115,0.762582,83.2257
1769278354379,98.6387,11.9793,77.663
1769278354893,8.38188,24.845,37.0508
1769278355406,21.5101,2.18004,11.3498
1769278355916,19.8866,66.897,26.9104
1769278356428,27.9876,95.8206,18.5366
1769278356936,91.247,71.7108,62.4108
1769278357448,50.2265,96.6175,90.6479
1769278357961,34.4517,16.9269,93.1039
1769278358472,37.6323,21.56,21.9353
1769278358983,0.353038,71.6006,46.0906
1769278359494,84.767,51.1936,3.10819
1769278360008,65.2234,13.0414,88.6973
1769278360520,86.8099,88.682,57.4929
1769278361031,62.659,70.7189,78.9826
1769278361541,13.5772,18.9781,55.2839
1769278362051,0.689268,76.7574,79.4113
1769278362563,57.2594,26.352,11.6614
1769278363076,56.0915,45.221,88.8206
1769278363588,10.3148,23.1462,27.582
1769278364098,69.7232,90.4599,36.9122
1769278364611,64.5364,63.2608,77.7027
1769278365123,57.406,63.7325,20.8694
1769278365635,63.5494,25.5648,74.0221
1769278366145,45.2424,68.1691,59.1522
1769278366656,24.8209,50.1182,97.2186
1769278367167,78.7775,29.6197,21.6039
1769278367675,83.3695,17.9111,33.0496
1769278368186,47.3769,42.0912,94.636
1769278368698,99.0208,89.1593,96.8252
1769278369211,50.6103,12.4378,30.0531
1769278369721,9.41918,11.228,60.5157
1769278370233,96.6747,63.4492,91.236
1769278370744,7.80045,95.064,63.597
1769278371257,76.468,88.8167,58.68
1769278371769,34.1953,11.6832,15.751
1769278372281,8.69721,48.5183,40.058
1769278372793,95.1174,73.5817,95.4389
1769278373306,64.1835,32.0917,2.71453
1769278373817,5.51376,64.8379,74.2855
1769278374330,5.23173,50.5322,17.295
1769278374844,10.1462,38.6602,43.5489
1769278375355,72.4235,44.0269,66.4885
1769278375865,93.1259,67.9139,38.7085
1769278376380,18.9466,56.9424,96.8585
1769278376892,67.5636,95.7059,47.3784
1769278377405,82.4217,83.9041,48.4613
1769278377918,5.58535,27.0347,25.4416
1769278378431,78.666,0.0590503,53.1994
1769278378942,82.9317,41.1184,8.89626
1769278379454,25.0606,10.1628,41.3483
1769278379967,90.507,0.926954,71.154
1769278380480,52.2287,23.0417,87.1688
1769278380991,92.1273,36.2613,39.3207
1769278381505,17.5661,54.3164,5.13709
1769278382017,90.3614,36.7967,51.389
1769278382528,15.0144,4.79242,64.9332
1769278383038,84.6324,64.5915,39.5414
1769278383553,55.5491,72.6922,47.3447
1769278384065,23.7116,62.25,67.8882
1769278384574,7.97704,52.7139,97.6625
1769278385087,40.2643,55.6978,26.4712
1769278385600,41.0391,82.0608,82.3308
1769278386110,49.3776,41.013,5.31179
1769278386622,23.9257,42.6472,78.343
1769278387134,42.4797,19.0279,45.6713
1769278387647,15.8242,29.43,78.8424
1769278388159,94.7738,89.8793,42.9763
1769278388673,95.375,82.2417,95.5588
1769278389185,3.25154,59.2815,21.3983
1769278389698,37.6014,25.5632,0.41638
1769278390211,42.8335,64.0909,49.4993
1769278390724,69.1046,56.3716,82.6713
1769278391236,81.1479,43.4061,24.5792
1769278391748,2.23271,57.7077,44.4065
1769278392256,23.1041,48.3013,16.0276
1769278392767,67.49,33.2927,83.9966
1769278393279,80.869,2.96411,31.5156
1769278393790,43.5528,2.64215,19.6409
1769278394302,94.5881,63.6091,72.1236
1769278394814,15.5954,74.2403,79.7977
1769278395327,91.0125,82.2604,66.1316
1769278395840,21.356,91.7463,13.0297
1769278396353,56.7389,63.7703,31.6768
1769278396864,30.329,2.96305,26.278
1769278397378,12.004,68.2042,85.3369
1769278397891,68.8897,17.1952,82.3378
1769278398403,27.6026,66.0276,14.3969
1769278398916,14.5271,92.7657,61.9092
1769278399429,26.638,39.4703,69.2036
1769278399941,40.6022,31.0013,25.2478
1769278400451,75.1431,70.2888,34.0292
1769278400961,99.2003,31.0127,32.6593
1769278401472,82.3554,94.8304,64.8145
1769278401979,45.0928,44.4385,94.9977
1769278402488,84.5374,99.4804,56.5731
1769278402994,62.504,69.9832,22.0135
1769278403502,44.6656,78.6827,60.629
1769278404009,47.4749,26.8858,3.81657
1769278404519,45.0705,69.6011,41.1776
1769278405028,30.7435,11.2311,3.17312
1769278405538,83.6878,46.5169,6.26295
1769278406049,64.8645,8.99109,26.9787
1769278406558,91.0964,8.99082,51.5625
1769278407070,4.29448,99.8403,45.4823
1769278407582,64.3924,91.5317,63.6036
1769278408091,68.124,9.85087,20.8193
1769278408600,56.8205,51.3121,48.1691
1769278409113,29.5444,54.8112,32.8176
1769278409626,35.4529,16.9594,62.4592
1769278410139,58.8959,18.3144,78.9995
1769278410649,52.8826,62.1624,75.3489
1769278411159,94.3385,66.0125,36.2019
1769278411669,65.8156,37.4162,82.6407
1769278412178,13.0053,49.7784,91.6615
1769278412689,58.3937,68.9032,36.358
1769278413199,15.2436,62.058,71.2336
1769278413708,46.7974,11.1906,98.2059
1769278414220,61.7305,50.9611,89.8488
1769278414729,77.7652,54.1511,18.177
1769278415243,80.9292,74.6211,99.1105
1769278415753,40.6501,89.2299,78.7072
1769278416265,33.1854,86.5862,59.9575
1769278416772,25.1492,78.0531,13.2829
1769278417279,63.8161,1.46606,7.53914
1769278417781,81.6747,99.8142,15.4721
1769278418289,75.346,6.64881,38.4641
1769278418791,60.8015,66.7424,6.63174
1769278419304,78.5451,88.3258,42.0928
1769278419806,17.1944,79.1079,0.466722
1769278420315,46.9958,5.96168,6.53268
1769278420824,68.4898,16.5113,85.0003
1769278421335,5.21871,24.5801,54.0508
1769278421846,91.4342,36.9785,0.0811219
1769278422356,25.7415,26.378,83.8001
timestamp,cpu,ram,sensorA
1769357048236,84.1683,21.7012,21.8801
1769357048745,78.0159,93.4259,8.16846
1769357049256,58.968,10.8101,87.1622
1769357049766,74.5031,27.7224,97.7226
1769357050274,15.3857,80.9465,1.53022
1769357050779,9.32205,57.1518,59.8055
1769357051288,24.3526,78.6471,43.2242
1769357051789,16.3157,87.0139,86.3133
1769357052291,49.4645,50.8173,45.3654
1769357052795,40.6384,2.22704,71.8238
1769357053307,56.9597,99.9672,91.0636
1769357053822,66.0442,16.3375,35.335
1769357054323,43.4147,77.6273,19.3039
1769357054825,8.91333,76.5885,64.9393
timestamp,cpu,ram,sensorA
1769357074944,96.6446,5.81168,16.9479
1769357075444,76.9189,53.1429,45.5728
1769357075955,60.65,42.3471,43.7882
1769357076468,23.6733,56.0919,6.14249
1769357076980,61.1036,16.6256,69.2256
1769357077485,44.916,72.5249,59.4122
1769357077996,69.1802,85.5262,12.6205
1769357078502,55.4888,17.4393,43.8439
1769357079022,47.7958,14.735,85.109
1769357079535,74.4218,27.7469,23.5243
1769357080040,86.2208,6.61418,88.1468
1769357080545,90.1098,55.3337,29.5917
1769357081047,28.412,25.0284,76.8443
1769357081558,76.2401,48.6191,52.8603
1769357082063,88.7509,84.3414,0.739825
1769357082569,61.2098,63.6252,78.5898
1769357083074,57.042,72.7191,36.9019
1769357083582,44.6013,98.6047,79.0954
timestamp,cpu,ram,sensorA
1769363935739,94.9373,82.1747,27.9973
1769363936247,28.563,17.0079,6.64799
1769363936754,45.4867,70.4269,24.109
1769363937262,80.5997,1.52655,35.2376
1769363937774,81.1124,85.1003,63.3807
1769363938281,63.1673,88.2984,19.1321
1769363938786,67.3806,14.0349,38.6203
1769363939299,95.6821,49.9954,59.4017
1769363939802,75.5106,78.1856,46.8209
1769363940315,24.4742,58.4114,45.4079
1769363940827,8.53698,72.6015,18.0574
1769363941339,75.2906,74.3777,71.5945
1769363941843,84.7174,6.57467,31.074
1769363942349,0.588006,5.25565,68.4438
1769363942860,60.2507,61.754,73.0134
1769363943365,2.51079,97.1893,11.9344
1769363943869,60.7728,93.4507,23.6734
1769363944382,16.778,2.00775,68.3889
1769363944886,18.0632,68.1879,52.7933
1769363945398,73.3084,91.8312,12.1706
1769363945910,50.8985,52.9401,81.1572
1769363946414,32.6461,39.5075,41.6304
1769363946918,54.8089,51.5529,57.7969
1769363947432,94.5474,56.684,44.3793
1769363947940,39.5763,88.9475,71.3038
1769363948442,87.1519,93.6888,74.4225
1769363948952,92.0303,26.4032,90.0502
1769363949456,56.766,52.127,93.2179
1769363949971,37.473,79.2165,75.2515
1769363950483,23.0992,99.6268,67.0374
1769363950985,57.3997,46.099,56.4153
1769363951497,75.9301,44.4712,42.0782
1769363952000,56.5408,78.5738,61.2178
1769363952504,38.3074,0.0867069,93.8382
1769363953018,85.5749,24.9121,13.6455
1769363953518,0.784612,90.8496,90.582
1769363954021,4.6357,17.7154,19.2839
1769363954523,72.0474,96.4078,49.873
1769363955025,1.98288,81.2265,78.8911
1769363955530,69.3983,47.4925,76.1292
1769363956032,76.8018,96.8055,3.32652
1769363956536,97.9246,41.3854,7.40072
1769363957039,75.3454,98.5024,98.9619
1769363957546,71.9631,73.8135,26.3175
1769363958049,68.3594,49.9501,4.80034
1769363958551,90.82,42.2736,12.3802
1769363959066,74.9691,62.5505,93.7603
1769363959566,22.4259,0.297266,2.4134
1769363960071,0.882113,2.41305,51.4555
1769363960571,4.73559,7.52196,10.1941
1769363961075,82.5864,51.829,45.9173
1769363961577,32.352,12.2852,70.0296
1769363962080,91.3336,98.1609,52.3122
1769363962585,36.4088,12.8667,91.7664
1769363963085,52.0114,96.9626,4.75888
1769363963591,83.6458,76.927,70.3205
1769363964093,61.2412,19.5057,42.9142
1769363964637,45.0032,64.4305,59.4696
1769363965150,10.5976,60.5623,74.3719
1769363965650,20.5539,9.99712,79.536
1769363966155,78.3159,22.6528,12.3675
1769363966660,74.6032,45.2818,66.059
1769363967161,69.4018,31.6837,62.2369
1769363967664,39.091,21.981,26.3375
1769363968177,35.0375,5.70453,73.2434
1769363968678,5.65159,78.7096,74.3257
1769363969180,94.8899,88.1906,78.7607
1769363969681,77.5695,53.7549,77.9093
1769363970184,89.1453,47.5873,61.6477
1769363970688,97.8584,81.1759,2.78799
1769363971190,26.3773,71.275,31.531
1769363971696,80.4645,47.7296,43.092
1769363972198,55.9743,4.66641,32.1825
1769363972713,54.9262,30.0455,0.603801
1769363973225,44.0749,71.2812,53.4317
1769363973727,20.2424,85.9729,78.4716
1769363974230,45.8209,51.2237,53.5669
1769363974733,45.0221,92.326,92.3658
1769363975274,90.057,11.4337,1.43878
1769363975786,6.38747,4.47065,47.292
1769363976291,96.9377,25.3668,27.5335
1769363976796,48.9779,38.5672,15.3421
1769363977301,3.07465,69.4854,27.4121
1769363977803,73.7084,58.8226,37.9339
1769363978306,17.3715,57.8559,28.9524
1769363978850,31.9598,88.8944,73.0442
1769363979360,33.249,64.2168,14.7683
1769363979862,26.21,40.0606,24.3693
1769363980364,49.6133,85.5089,77.0706
1769363980868,88.1951,50.3919,22.2989
1769363981370,37.993,39.1265,62.7694
1769363981873,70.8871,97.6606,36.8826
1769363982379,76.5831,8.43902,54.6809
1769363982893,59.6976,46.2589,99.1202
1769363983399,85.6262,13.0078,10.6903
1769363983902,40.5934,29.9455,97.5683
1769363984406,33.8997,39.7938,72.4854
1769363984911,85.6024,65.5919,56.1571
1769363985414,56.481,84.815,32.0432
1769363985920,30.6624,91.592,81.2655
1769363986426,82.1975,72.8155,3.71008
1769363986927,99.6284,93.5292,16.6905
1769363987440,8.74116,7.51791,99.8142
1769363987942,67.1335,8.31266,76.3347
1769363988446,12.0494,93.9391,25.059
1769363988949,47.549,11.7969,59.0486
1769363989452,2.05983,15.108,49.6833
1769363989954,81.0259,87.7449,57.6257
1769363990456,91.234,37.7634,36.6704
1769363990960,11.5508,89.3932,30.7881
1769363991468,46.274,73.5715,58.5611
1769363991971,82.7959,24.0515,1.55443
1769363992485,2.79481,96.411,80.9176
1769363992999,74.1208,26.4789,84.5449
1769363993513,0.227636,77.9764,38.6023
1769363994028,35.5293,70.6074,44.0048
1769363994544,43.3056,3.94472,25.5748
1769363995057,79.3398,2.42311,32.852
1769363995574,98.567,44.5448,78.363
1769363996088,16.5249,85.317,48.7168
1769363996599,28.911,40.9189,76.3435
1769363997113,51.0422,19.8078,34.9988
1769363997627,79.7967,37.2866,3.7535
1769363998129,47.7662,26.9513,37.4676
1769363998644,97.3932,46.3463,71.5279
1769363999158,53.303,10.5484,72.3121
1769363999670,6.33413,36.8195,30.5872
1769364000184,58.8252,67.3095,59.3014
1769364000695,48.2172,70.6703,65.4659
1769364001195,54.31,64.1512,57.7218
1769364001698,10.0262,73.336,94.1094
1769364002203,40.0882,71.1664,23.2159
1769364002712,74.7078,4.13008,74.2418
1769364003213,17.6076,25.7933,34.2592
1769364003723,45.1237,14.2074,59.9891
1769364004236,41.0266,48.1965,37.2672
1769364004741,21.2817,2.57502,20.2229
1769364005252,17.6228,22.5831,66.5464
1769364005754,75.283,97.2507,13.049
1769364006265,64.9718,90.3123,16.1944
1769364006768,28.5155,57.1063,14.3782
1769364007280,31.0954,72.0644,26.9821
